ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Education_cat
3947,25,-1,40.0,3,2.4,2,0.0,No,Graduate
3948,32,8,119.0,4,5.0,3,0.0,Yes,Advanced/Professional
3949,37,12,123.0,4,3.1,2,252.5,Yes,Graduate
3950,31,5,23.0,1,0.4,2,0.0,No,Graduate
3951,38,14,62.0,1,1.5,3,252.5,No,Advanced/Professional
3952,40,14,69.0,3,2.1,1,106.0,No,Undergrad
3953,61,36,124.0,2,3.9,1,0.0,No,Undergrad
3954,50,26,52.0,4,0.1,3,0.0,No,Advanced/Professional
3955,32,7,134.0,2,3.1,1,0.0,No,Undergrad
3956,62,36,58.0,1,0.8,2,0.0,No,Graduate
3957,62,37,45.0,3,0.5,2,200.0,No,Graduate
3958,40,15,75.0,4,1.1,2,0.0,No,Graduate
3959,59,34,23.0,4,0.4,2,78.0,No,Graduate
3960,43,19,123.0,3,1.3,1,0.0,Yes,Undergrad
3961,62,37,48.0,3,2.2,1,0.0,No,Undergrad
3962,48,22,145.0,1,0.3,1,140.0,No,Undergrad
3963,29,5,31.0,1,1.0,3,0.0,No,Advanced/Professional
3964,58,32,38.0,3,2.2,3,0.0,No,Advanced/Professional
3965,43,18,78.0,4,1.9,3,0.0,No,Advanced/Professional
3966,39,15,94.0,2,1.9,1,0.0,No,Undergrad
3967,33,7,84.0,1,2.9,3,0.0,No,Advanced/Professional
3968,40,15,22.0,1,0.6,3,0.0,No,Advanced/Professional
3969,28,3,78.0,4,0.2,1,0.0,No,Undergrad
3970,38,11,75.0,3,2.3333333333333335,2,0.0,No,Graduate
3971,65,40,71.0,3,2.2,1,0.0,No,Undergrad
3972,35,11,24.0,1,0.5,3,0.0,No,Advanced/Professional
3973,29,5,112.0,2,4.333333333333333,1,0.0,No,Undergrad
3974,61,35,53.0,1,2.8,2,167.0,No,Graduate
3975,46,21,41.0,1,0.5,3,0.0,No,Advanced/Professional
3976,50,23,25.0,1,0.5,2,0.0,No,Graduate
3977,60,33,42.0,4,2.5,2,194.0,No,Graduate
3978,54,27,51.0,3,1.0,2,113.0,No,Graduate
3979,43,18,19.0,2,0.3,2,0.0,No,Graduate
3980,38,14,90.0,2,0.0,1,252.5,No,Undergrad
3981,46,22,89.0,4,1.4,2,0.0,No,Graduate
3982,64,39,22.0,3,0.5,1,0.0,No,Undergrad
3983,24,0,119.0,1,1.5,1,0.0,No,Undergrad
3984,39,13,93.0,4,3.6,3,0.0,Yes,Advanced/Professional
3985,34,8,18.0,4,0.3,1,0.0,No,Undergrad
3986,65,40,32.0,1,1.1,3,120.0,No,Advanced/Professional
3987,38,14,182.0,3,2.6,3,0.0,Yes,Advanced/Professional
3988,62,36,19.0,2,0.2,3,0.0,No,Advanced/Professional
3989,59,35,85.0,1,3.4,3,0.0,Yes,Advanced/Professional
3990,49,25,90.0,4,1.4,2,0.0,No,Graduate
3991,57,32,59.0,2,3.7,1,134.0,No,Undergrad
3992,64,38,84.0,1,2.0,1,0.0,No,Undergrad
3993,47,22,95.0,2,3.9,2,0.0,Yes,Graduate
3994,30,6,13.0,3,0.9,3,0.0,No,Advanced/Professional
3995,42,18,88.0,4,0.8,1,0.0,No,Undergrad
3996,53,28,34.0,2,0.6,3,0.0,No,Advanced/Professional
3997,50,24,11.0,4,0.6,3,0.0,No,Advanced/Professional
3998,62,38,80.0,4,1.7,2,0.0,No,Graduate
3999,34,10,41.0,1,1.3333333333333333,1,0.0,No,Undergrad
4000,47,21,90.0,2,0.8,3,0.0,No,Advanced/Professional
4001,62,37,93.0,3,3.0,3,0.0,Yes,Advanced/Professional
4002,61,35,81.0,4,1.9,2,0.0,No,Graduate
4003,59,34,60.0,2,2.8,1,0.0,No,Undergrad
4004,47,21,39.0,3,0.6,2,0.0,No,Graduate
4005,65,39,22.0,3,0.7,2,0.0,No,Graduate
4006,56,32,32.0,2,0.8,1,79.0,No,Undergrad
4007,56,32,28.0,1,1.2,3,0.0,No,Advanced/Professional
4008,31,7,35.0,2,1.0,2,0.0,No,Graduate
4009,61,31,154.0,3,5.2,3,252.5,Yes,Advanced/Professional
4010,42,18,186.5,2,5.2,1,0.0,No,Undergrad
4011,44,19,40.0,4,1.9,3,84.0,No,Advanced/Professional
4012,47,21,88.0,2,1.7,2,0.0,No,Graduate
4013,30,6,124.0,2,0.6,1,0.0,No,Undergrad
4014,62,38,23.0,2,0.3,3,0.0,No,Advanced/Professional
4015,56,32,23.0,4,0.7,1,0.0,No,Undergrad
4016,25,-1,139.0,2,2.0,1,0.0,No,Undergrad
4017,53,28,173.0,4,2.7,1,252.5,Yes,Undergrad
4018,26,0,42.0,4,1.3,3,153.0,No,Advanced/Professional
4019,59,35,161.0,1,2.9,1,160.0,No,Undergrad
4020,62,36,28.0,3,0.7,2,0.0,No,Graduate
4021,58,32,186.5,4,5.2,3,194.0,Yes,Advanced/Professional
4022,40,14,42.0,2,0.3,1,106.0,No,Undergrad
4023,35,5,81.0,4,4.0,3,0.0,No,Advanced/Professional
4024,51,25,175.0,3,0.7,1,252.5,Yes,Undergrad
4025,41,15,82.0,3,0.1,1,0.0,No,Undergrad
4026,51,27,53.0,1,1.8,3,0.0,No,Advanced/Professional
4027,27,1,142.0,3,5.2,1,0.0,Yes,Undergrad
4028,46,21,42.0,4,1.9,3,0.0,No,Advanced/Professional
4029,46,20,64.0,4,2.9,1,189.0,No,Undergrad
4030,31,5,90.0,2,1.3,1,0.0,No,Undergrad
4031,58,32,44.0,1,0.8,2,0.0,No,Graduate
4032,42,18,29.0,1,0.3,3,0.0,No,Advanced/Professional
4033,59,35,93.0,2,1.6,1,0.0,No,Undergrad
4034,54,24,69.0,3,1.4,3,132.0,No,Advanced/Professional
4035,35,11,82.0,2,1.7,2,0.0,No,Graduate
4036,34,9,180.0,2,5.2,3,0.0,Yes,Advanced/Professional
4037,46,21,13.0,2,0.7,3,0.0,No,Advanced/Professional
4038,52,28,72.0,1,0.0,1,178.0,No,Undergrad
4039,55,30,54.0,3,1.7,1,0.0,No,Undergrad
4040,34,9,104.0,1,4.6,1,0.0,No,Undergrad
4041,57,32,44.0,2,1.9,2,157.0,No,Graduate
4042,45,19,40.0,1,0.2,1,0.0,No,Undergrad
4043,29,3,186.5,2,4.5,1,246.0,No,Undergrad
4044,49,23,64.0,4,2.6,1,0.0,No,Undergrad
4045,36,11,9.0,2,0.3,2,99.0,No,Graduate
4046,57,31,38.0,4,0.7,2,0.0,No,Graduate
4047,25,0,72.0,3,2.6,3,0.0,No,Advanced/Professional
4048,43,17,82.0,1,5.2,1,79.0,No,Undergrad
4049,27,2,48.0,2,1.6,3,119.0,No,Advanced/Professional
4050,54,28,82.0,4,2.6,3,252.5,No,Advanced/Professional
4051,53,26,14.0,2,1.0,2,83.0,No,Graduate
4052,55,29,162.0,1,2.9,1,0.0,No,Undergrad
4053,43,19,54.0,2,1.7,1,0.0,No,Undergrad
4054,35,11,90.0,2,0.0,1,0.0,No,Undergrad
4055,59,34,64.0,4,1.7,1,0.0,No,Undergrad
4056,42,18,65.0,3,2.1,3,0.0,No,Advanced/Professional
4057,51,25,113.0,2,5.2,1,0.0,No,Undergrad
4058,57,32,38.0,2,2.1,3,0.0,No,Advanced/Professional
4059,39,15,65.0,1,1.5,3,0.0,No,Advanced/Professional
4060,53,27,39.0,4,1.5,3,0.0,No,Advanced/Professional
4061,31,6,174.0,2,5.2,1,0.0,No,Undergrad
4062,33,3,59.0,2,1.75,3,0.0,No,Advanced/Professional
4063,38,14,43.0,2,1.7,1,0.0,No,Undergrad
4064,47,21,24.0,2,0.1,3,0.0,No,Advanced/Professional
4065,63,39,50.0,1,0.0,2,166.0,No,Graduate
4066,44,19,68.0,1,3.7,3,0.0,No,Advanced/Professional
4067,61,37,61.0,3,2.0,3,0.0,No,Advanced/Professional
4068,52,28,21.0,4,0.5,2,0.0,No,Graduate
4069,59,34,21.0,2,0.5,2,0.0,No,Graduate
4070,56,32,31.0,4,1.3,1,0.0,No,Undergrad
4071,58,33,70.0,4,0.7,1,0.0,No,Undergrad
4072,30,6,25.0,3,1.0,2,135.0,No,Graduate
4073,42,17,78.0,1,1.0,3,0.0,No,Advanced/Professional
4074,51,27,19.0,1,0.2,1,0.0,No,Undergrad
4075,60,35,23.0,1,0.3,3,0.0,No,Advanced/Professional
4076,30,4,40.0,4,0.8,1,0.0,No,Undergrad
4077,49,23,22.0,1,0.3,3,0.0,No,Advanced/Professional
4078,26,0,71.0,4,1.8,2,0.0,No,Graduate
4079,36,12,58.0,1,3.6,2,0.0,No,Graduate
4080,65,40,75.0,3,2.2,1,0.0,No,Undergrad
4081,27,0,40.0,1,2.0,2,110.0,No,Graduate
4082,60,35,155.0,1,1.5,3,0.0,Yes,Advanced/Professional
4083,32,6,83.0,4,2.2,2,0.0,No,Graduate
4084,46,20,99.0,3,1.1,1,0.0,No,Undergrad
4085,60,36,59.0,1,0.0,2,0.0,No,Graduate
4086,28,2,53.0,3,2.4,2,0.0,No,Graduate
4087,50,26,11.0,4,0.2,1,0.0,No,Undergrad
4088,52,28,179.0,4,4.2,3,0.0,Yes,Advanced/Professional
4089,29,-1,71.0,2,1.75,3,0.0,No,Advanced/Professional
4090,30,4,85.0,4,2.1,3,0.0,No,Advanced/Professional
4091,42,18,49.0,3,2.1,3,0.0,No,Advanced/Professional
4092,32,6,122.0,2,1.3,1,0.0,No,Undergrad
4093,40,15,171.0,2,3.3,1,0.0,No,Undergrad
4094,49,24,138.0,2,2.2,2,0.0,Yes,Graduate
4095,53,23,8.0,4,0.4,3,0.0,No,Advanced/Professional
4096,42,17,59.0,4,0.4,1,0.0,No,Undergrad
4097,38,14,49.0,3,2.8,1,0.0,No,Undergrad
4098,60,34,92.0,2,2.0,1,0.0,No,Undergrad
4099,27,3,75.0,4,0.0,1,0.0,No,Undergrad
4100,61,35,60.0,1,2.8,2,0.0,No,Graduate
4101,27,2,41.0,2,1.7,2,0.0,No,Graduate
4102,45,21,40.0,3,0.6,2,0.0,No,Graduate
4103,41,16,81.0,2,0.4,1,146.0,No,Undergrad
4104,44,20,52.0,1,0.8,3,196.0,No,Advanced/Professional
4105,38,14,25.0,4,1.0,1,0.0,No,Undergrad
4106,39,15,139.0,1,3.4,1,252.5,No,Undergrad
4107,48,22,54.0,1,1.2,2,0.0,No,Graduate
4108,47,22,81.0,1,2.9,1,0.0,No,Undergrad
4109,64,39,73.0,3,2.2,1,0.0,No,Undergrad
4110,27,0,30.0,4,1.0,3,0.0,No,Advanced/Professional
4111,66,41,59.0,3,2.4,1,0.0,No,Undergrad
4112,43,17,21.0,3,1.5,1,0.0,No,Undergrad
4113,34,9,65.0,3,0.7,2,104.0,No,Graduate
4114,28,2,41.0,3,1.1,2,161.0,No,Graduate
4115,52,28,52.0,4,0.1,3,121.0,No,Advanced/Professional
4116,45,20,84.0,4,1.1,2,180.0,No,Graduate
4117,24,-2,135.0,2,5.2,1,0.0,No,Undergrad
4118,39,14,18.0,4,0.2,3,0.0,No,Advanced/Professional
4119,40,16,34.0,1,0.7,1,0.0,No,Undergrad
4120,30,5,85.0,4,1.8,3,0.0,No,Advanced/Professional
4121,49,23,23.0,1,1.4,3,0.0,No,Advanced/Professional
4122,53,27,65.0,4,2.8,2,0.0,No,Graduate
4123,56,30,186.5,1,2.9,1,0.0,No,Undergrad
4124,50,24,40.0,4,2.6,1,89.0,No,Undergrad
4125,53,29,141.0,2,0.2,3,0.0,Yes,Advanced/Professional
4126,60,34,95.0,2,0.7,2,252.5,No,Graduate
4127,58,33,23.0,3,1.3,2,131.0,No,Graduate
4128,43,19,82.0,2,1.8,2,0.0,No,Graduate
4129,46,21,53.0,4,1.9,3,0.0,No,Advanced/Professional
4130,29,3,10.0,4,0.4,1,87.0,No,Undergrad
4131,56,30,75.0,1,1.9,2,125.0,No,Graduate
4132,48,23,23.0,4,0.4,2,122.0,No,Graduate
4133,61,36,133.0,1,2.6,1,0.0,No,Undergrad
4134,41,17,129.0,1,3.4,1,0.0,No,Undergrad
4135,35,11,85.0,4,0.1,2,131.0,No,Graduate
4136,48,23,168.0,2,2.8,1,252.5,No,Undergrad
4137,43,19,83.0,4,2.0,3,0.0,No,Advanced/Professional
4138,37,12,52.0,2,1.1,2,0.0,No,Graduate
4139,47,22,114.0,1,0.6,1,0.0,No,Undergrad
4140,29,3,81.0,1,2.9,3,0.0,No,Advanced/Professional
4141,63,38,32.0,1,1.5,2,0.0,No,Graduate
4142,43,19,63.0,3,2.1,3,0.0,No,Advanced/Professional
4143,57,32,70.0,3,1.6,3,0.0,No,Advanced/Professional
4144,55,31,20.0,2,0.3,1,0.0,No,Undergrad
4145,47,23,138.0,2,3.3,1,0.0,No,Undergrad
4146,58,34,63.0,4,1.6,2,0.0,No,Graduate
4147,53,28,85.0,1,1.3,3,118.0,No,Advanced/Professional
4148,59,35,180.0,2,5.2,2,0.0,Yes,Graduate
4149,46,22,80.0,4,2.0,3,0.0,No,Advanced/Professional
4150,41,15,53.0,1,0.7,3,0.0,No,Advanced/Professional
4151,46,20,72.0,2,1.7,2,75.0,No,Graduate
4152,44,18,123.0,3,5.2,1,0.0,Yes,Undergrad
4153,44,18,91.0,2,0.8,3,0.0,No,Advanced/Professional
4154,50,26,148.0,2,5.2,1,0.0,No,Undergrad
4155,51,25,163.0,2,1.3,3,0.0,Yes,Advanced/Professional
4156,55,30,28.0,4,0.1,3,149.0,No,Advanced/Professional
4157,37,12,186.5,1,5.2,1,0.0,No,Undergrad
4158,34,10,22.0,3,0.9,3,0.0,No,Advanced/Professional
4159,59,34,74.0,4,0.7,1,0.0,No,Undergrad
4160,45,20,70.0,4,1.9,3,0.0,No,Advanced/Professional
4161,30,4,11.0,1,0.1,2,0.0,No,Graduate
4162,32,8,61.0,3,2.6,2,0.0,No,Graduate
4163,61,37,41.0,1,0.8,1,0.0,No,Undergrad
4164,54,28,108.0,4,1.9,2,0.0,Yes,Graduate
4165,35,10,23.0,4,1.1,3,0.0,No,Advanced/Professional
4166,63,38,135.0,2,3.8,3,183.0,Yes,Advanced/Professional
4167,66,40,30.0,2,0.7,3,86.0,No,Advanced/Professional
4168,48,24,144.0,4,3.5,2,0.0,Yes,Graduate
4169,60,34,139.0,4,0.4,1,0.0,Yes,Undergrad
4170,41,17,143.0,2,2.7,3,209.0,Yes,Advanced/Professional
4171,31,7,44.0,1,1.2,1,0.0,No,Undergrad
4172,58,31,49.0,4,2.5,2,0.0,No,Graduate
4173,67,42,75.0,4,0.1,2,182.0,No,Graduate
4174,35,9,43.0,2,0.3,1,0.0,No,Undergrad
4175,40,14,59.0,3,0.5,3,0.0,No,Advanced/Professional
4176,42,17,154.0,3,4.9,1,0.0,Yes,Undergrad
4177,44,18,75.0,1,0.7,3,0.0,No,Advanced/Professional
4178,47,23,75.0,1,2.6,2,0.0,No,Graduate
4179,59,35,88.0,2,1.6,1,252.5,No,Undergrad
4180,29,3,91.0,1,3.4,3,0.0,Yes,Advanced/Professional
4181,36,6,11.0,1,0.6666666666666666,3,0.0,No,Advanced/Professional
4182,47,22,22.0,1,0.4,3,0.0,No,Advanced/Professional
4183,55,29,49.0,2,0.8,3,220.0,No,Advanced/Professional
4184,41,17,140.0,1,3.5,1,252.5,No,Undergrad
4185,51,25,99.0,2,2.4,2,0.0,No,Graduate
4186,26,2,82.0,2,2.5,1,199.0,No,Undergrad
4187,33,9,10.0,4,1.0,1,81.0,No,Undergrad
4188,30,5,109.0,4,2.2,2,103.0,No,Graduate
4189,30,4,45.0,4,1.3,3,0.0,No,Advanced/Professional
4190,45,19,93.0,2,1.7,2,0.0,No,Graduate
4191,40,16,89.0,3,3.9,2,216.0,Yes,Graduate
4192,42,15,39.0,3,1.0,2,132.0,No,Graduate
4193,50,26,21.0,1,0.2,1,89.0,No,Undergrad
4194,62,37,31.0,3,0.2,1,0.0,No,Undergrad
4195,63,37,31.0,1,0.5,3,0.0,No,Advanced/Professional
4196,43,19,52.0,4,2.2,2,0.0,No,Graduate
4197,49,25,13.0,1,0.9,3,0.0,No,Advanced/Professional
4198,51,25,21.0,2,0.4,3,76.0,No,Advanced/Professional
4199,61,36,50.0,4,1.7,1,189.0,No,Undergrad
4200,43,19,81.0,4,0.2,3,0.0,No,Advanced/Professional
4201,43,19,74.0,4,1.9,1,0.0,No,Undergrad
4202,61,36,89.0,3,0.5,1,0.0,No,Undergrad
4203,35,9,82.0,3,0.9,2,0.0,No,Graduate
4204,59,33,88.0,4,1.9,2,0.0,No,Graduate
4205,40,16,61.0,3,2.1,3,0.0,No,Advanced/Professional
4206,61,36,139.0,2,3.9,1,0.0,No,Undergrad
4207,48,23,29.0,1,1.3,2,0.0,No,Graduate
4208,37,11,51.0,3,2.1,1,0.0,No,Undergrad
4209,56,32,58.0,1,1.8,3,241.0,No,Advanced/Professional
4210,35,9,21.0,2,1.4,3,125.0,No,Advanced/Professional
4211,35,8,43.0,2,1.6666666666666667,2,0.0,No,Graduate
4212,40,16,104.0,2,1.8,2,0.0,No,Graduate
4213,50,23,9.0,1,0.5,2,98.0,No,Graduate
4214,49,25,39.0,3,1.9,2,0.0,No,Graduate
4215,46,22,89.0,1,2.7,1,0.0,No,Undergrad
4216,64,40,21.0,2,0.3,3,0.0,No,Advanced/Professional
4217,60,35,173.0,3,3.1,3,0.0,Yes,Advanced/Professional
4218,45,21,29.0,1,0.3,3,105.0,No,Advanced/Professional
4219,52,27,43.0,4,0.2,2,0.0,No,Graduate
4220,58,34,30.0,3,0.4,2,0.0,No,Graduate
4221,54,30,39.0,4,0.1,3,0.0,No,Advanced/Professional
4222,48,22,83.0,2,0.4,3,248.0,No,Advanced/Professional
4223,51,25,58.0,3,0.7,2,223.0,No,Graduate
4224,53,26,8.0,1,0.5,2,0.0,No,Graduate
4225,57,27,39.0,3,1.0,3,0.0,No,Advanced/Professional
4226,43,18,186.5,2,5.2,1,0.0,No,Undergrad
4227,37,13,45.0,1,1.8,1,0.0,No,Undergrad
4228,32,7,111.0,1,3.8,1,0.0,No,Undergrad
4229,34,10,83.0,2,2.0,2,148.0,No,Graduate
4230,54,24,83.0,1,3.0,3,0.0,No,Advanced/Professional
4231,62,36,115.0,2,2.8,1,202.0,No,Undergrad
4232,56,32,60.0,1,1.8,3,227.0,No,Advanced/Professional
4233,39,15,53.0,1,1.8,1,0.0,No,Undergrad
4234,32,7,134.0,2,3.3,1,0.0,No,Undergrad
4235,50,24,91.0,1,0.8,3,0.0,No,Advanced/Professional
4236,27,1,91.0,2,0.2,1,0.0,No,Undergrad
4237,37,12,128.0,2,3.9,1,0.0,No,Undergrad
4238,60,34,78.0,3,4.4,1,0.0,No,Undergrad
4239,43,19,161.0,2,5.2,1,252.5,No,Undergrad
4240,62,36,60.0,3,2.2,3,0.0,No,Advanced/Professional
4241,39,14,161.0,1,4.1,1,252.5,No,Undergrad
4242,34,9,40.0,4,2.0,2,0.0,No,Graduate
4243,46,21,68.0,1,0.2,2,0.0,No,Graduate
4244,46,22,74.0,3,0.7,1,0.0,No,Undergrad
4245,51,26,55.0,3,2.0,2,93.0,No,Graduate
4246,44,20,145.0,1,3.5,1,0.0,No,Undergrad
4247,60,35,24.0,1,1.5,2,0.0,No,Graduate
4248,65,39,10.0,1,0.8,2,0.0,No,Graduate
4249,58,33,138.0,2,3.9,1,0.0,No,Undergrad
4250,37,12,63.0,4,2.1,3,0.0,No,Advanced/Professional
4251,52,28,54.0,4,0.1,3,0.0,No,Advanced/Professional
4252,42,16,62.0,3,0.9,3,0.0,No,Advanced/Professional
4253,54,29,81.0,1,0.1,3,0.0,No,Advanced/Professional
4254,54,28,61.0,3,3.0,2,0.0,No,Graduate
4255,51,27,68.0,1,1.6,3,0.0,No,Advanced/Professional
4256,59,35,78.0,2,2.8,1,0.0,No,Undergrad
4257,41,17,165.0,2,5.2,1,157.0,No,Undergrad
4258,43,17,48.0,3,2.2,2,0.0,No,Graduate
4259,52,26,155.0,3,5.2,2,0.0,Yes,Graduate
4260,52,26,158.0,2,3.7,3,251.0,Yes,Advanced/Professional
4261,57,31,52.0,1,1.4,1,0.0,No,Undergrad
4262,53,28,18.0,4,0.8,1,0.0,No,Undergrad
4263,58,33,42.0,4,1.7,1,0.0,No,Undergrad
4264,59,33,18.0,2,0.2,3,0.0,No,Advanced/Professional
4265,57,31,40.0,2,0.3,1,0.0,No,Undergrad
4266,27,2,44.0,4,0.6,2,0.0,No,Graduate
4267,42,16,11.0,1,0.2,1,87.0,No,Undergrad
4268,52,26,186.5,2,5.2,2,0.0,Yes,Graduate
4269,49,23,108.0,2,2.4,2,0.0,No,Graduate
4270,47,23,12.0,4,0.5,2,0.0,No,Graduate
4271,45,19,19.0,3,1.5,1,94.0,No,Undergrad
4272,25,1,150.0,1,5.2,1,0.0,No,Undergrad
4273,47,22,89.0,4,1.9,3,0.0,No,Advanced/Professional
4274,44,19,83.0,2,3.8,3,0.0,No,Advanced/Professional
4275,30,3,79.0,4,2.0,2,0.0,No,Graduate
4276,63,38,102.0,4,3.4,2,0.0,No,Graduate
4277,50,24,155.0,1,5.2,1,0.0,No,Undergrad
4278,40,16,138.0,1,3.5,1,0.0,No,Undergrad
4279,56,31,51.0,3,1.7,1,0.0,No,Undergrad
4280,39,15,80.0,2,1.8,2,86.0,No,Graduate
4281,42,18,135.0,2,3.3,1,0.0,No,Undergrad
4282,28,1,34.0,4,1.5,2,162.0,No,Graduate
4283,26,0,186.5,3,5.2,3,0.0,Yes,Advanced/Professional
4284,58,32,62.0,3,2.2,3,217.0,No,Advanced/Professional
4285,38,13,173.0,2,3.3,1,243.0,No,Undergrad
4286,23,-3,149.0,2,5.2,1,0.0,No,Undergrad
4287,53,29,20.0,1,0.2,1,131.0,No,Undergrad
4288,54,28,42.0,4,2.5,1,0.0,No,Undergrad
4289,42,17,28.0,1,0.6,3,0.0,No,Advanced/Professional
4290,54,28,95.0,1,1.9,2,0.0,No,Graduate
4291,66,42,95.0,2,0.0,3,0.0,No,Advanced/Professional
4292,46,21,34.0,1,0.1,1,124.0,No,Undergrad
4293,63,37,186.5,2,4.3,3,205.0,Yes,Advanced/Professional
4294,63,38,41.0,2,1.5,1,173.0,No,Undergrad
4295,58,34,150.0,1,5.2,1,252.5,No,Undergrad
4296,65,41,91.0,2,0.0,3,146.0,No,Advanced/Professional
4297,35,9,84.0,4,2.2,2,0.0,No,Graduate
4298,33,9,73.0,4,3.4,1,140.0,No,Undergrad
4299,43,19,122.0,1,0.3,1,0.0,No,Undergrad
4300,30,5,73.0,1,2.6,2,133.0,No,Graduate
4301,61,37,20.0,2,0.3,3,0.0,No,Advanced/Professional
4302,49,24,130.0,4,1.1,1,252.5,Yes,Undergrad
4303,52,27,85.0,3,3.4,3,0.0,Yes,Advanced/Professional
4304,45,21,134.0,2,3.3,1,0.0,No,Undergrad
4305,64,39,98.0,3,1.8,2,80.0,No,Graduate
4306,26,1,54.0,2,1.6,3,0.0,No,Advanced/Professional
4307,35,11,41.0,3,2.0,1,0.0,No,Undergrad
4308,45,19,128.0,4,5.2,3,0.0,Yes,Advanced/Professional
4309,44,20,132.0,3,2.6,1,252.5,Yes,Undergrad
4310,34,8,186.5,1,2.9,3,0.0,Yes,Advanced/Professional
4311,65,41,170.0,4,5.2,2,0.0,Yes,Graduate
4312,32,8,14.0,3,0.9,3,111.0,No,Advanced/Professional
4313,41,15,93.0,1,2.8,3,0.0,No,Advanced/Professional
4314,52,28,79.0,1,2.7,2,0.0,No,Graduate
4315,35,9,79.0,4,2.2,2,0.0,No,Graduate
4316,51,26,62.0,4,1.8,3,119.0,No,Advanced/Professional
4317,30,6,95.0,2,0.2,1,0.0,No,Undergrad
4318,58,33,60.0,4,1.3,3,0.0,No,Advanced/Professional
4319,49,23,75.0,1,1.5,2,0.0,No,Graduate
4320,63,38,85.0,4,0.1,2,0.0,No,Graduate
4321,40,15,143.0,1,4.1,1,0.0,No,Undergrad
4322,27,0,34.0,1,2.0,2,112.0,No,Graduate
4323,38,14,44.0,2,1.7,1,0.0,No,Undergrad
4324,52,28,31.0,4,0.9,2,151.0,No,Graduate
4325,49,24,13.0,4,0.8,1,111.0,No,Undergrad
4326,59,35,52.0,4,1.5,1,0.0,No,Undergrad
4327,32,8,42.0,1,0.2,3,102.0,No,Advanced/Professional
4328,30,4,102.0,4,2.1,3,139.0,No,Advanced/Professional
4329,64,38,143.0,2,5.2,3,0.0,Yes,Advanced/Professional
4330,59,33,10.0,4,0.7,3,0.0,No,Advanced/Professional
4331,62,37,44.0,1,1.1,3,0.0,No,Advanced/Professional
4332,61,37,158.0,2,5.2,1,252.5,No,Undergrad
4333,53,26,12.0,2,1.0,2,0.0,No,Graduate
4334,51,26,59.0,1,1.2,1,139.0,No,Undergrad
4335,55,29,92.0,1,1.9,2,0.0,No,Graduate
4336,36,10,82.0,2,2.8,1,0.0,No,Undergrad
4337,44,19,44.0,4,0.0,2,0.0,No,Graduate
4338,26,2,182.0,2,3.2,2,0.0,Yes,Graduate
4339,54,30,121.0,2,0.4,1,0.0,No,Undergrad
4340,35,11,38.0,1,1.7,1,0.0,No,Undergrad
4341,34,10,92.0,2,2.7,1,0.0,No,Undergrad
4342,28,3,53.0,2,1.6,3,0.0,No,Advanced/Professional
4343,32,7,45.0,3,2.3,1,83.0,No,Undergrad
4344,38,14,63.0,1,3.6,2,0.0,No,Graduate
4345,53,28,181.0,1,5.2,1,0.0,No,Undergrad
4346,26,1,184.0,2,4.2,3,252.5,Yes,Advanced/Professional
4347,45,21,33.0,3,0.5,1,136.0,No,Undergrad
4348,58,33,22.0,3,0.2,1,0.0,No,Undergrad
4349,59,33,99.0,2,2.7,1,0.0,No,Undergrad
4350,45,18,44.0,3,1.0,2,193.0,No,Graduate
4351,64,39,101.0,4,3.4,2,0.0,No,Graduate
4352,30,3,32.0,1,2.0,2,0.0,No,Graduate
4353,40,16,59.0,4,2.6666666666666665,1,0.0,No,Undergrad
4354,61,36,25.0,2,0.5,2,0.0,No,Graduate
4355,40,16,140.0,3,5.2,1,0.0,Yes,Undergrad
4356,40,10,29.0,1,0.75,3,0.0,No,Advanced/Professional
4357,43,19,35.0,1,0.7,1,0.0,No,Undergrad
4358,39,14,141.0,4,5.2,1,0.0,Yes,Undergrad
4359,35,11,75.0,4,2.0,3,79.0,No,Advanced/Professional
4360,38,12,58.0,2,2.8,1,0.0,No,Undergrad
4361,67,43,41.0,2,1.1,1,0.0,No,Undergrad
4362,55,30,42.0,2,2.0,2,196.0,No,Graduate
4363,28,2,55.0,3,1.1,2,0.0,No,Graduate
4364,30,4,18.0,4,0.3,2,84.0,No,Graduate
4365,59,35,75.0,4,2.3,3,0.0,No,Advanced/Professional
4366,26,2,85.0,2,2.5,1,0.0,No,Undergrad
4367,52,28,43.0,4,1.1,2,0.0,No,Graduate
4368,40,15,149.0,2,3.9,1,252.5,No,Undergrad
4369,31,7,25.0,2,1.0,2,0.0,No,Graduate
4370,50,25,19.0,4,0.4,2,103.0,No,Graduate
4371,27,3,18.0,1,0.4,3,0.0,No,Advanced/Professional
4372,64,39,13.0,4,0.6,2,0.0,No,Graduate
4373,34,10,41.0,1,2.4,2,0.0,No,Graduate
4374,30,6,139.0,1,4.3,1,0.0,No,Undergrad
4375,39,15,62.0,3,2.3333333333333335,1,131.0,No,Undergrad
4376,34,10,51.0,3,2.0,1,130.0,No,Undergrad
4377,40,15,71.0,3,3.0,1,252.5,No,Undergrad
4378,33,8,145.0,1,2.7,3,0.0,Yes,Advanced/Professional
4379,38,12,45.0,4,1.2,2,138.0,No,Graduate
4380,42,17,53.0,4,1.9,3,0.0,No,Advanced/Professional
4381,37,13,64.0,1,1.5,3,0.0,No,Advanced/Professional
4382,33,8,39.0,4,0.8,1,0.0,No,Undergrad
